Dates,Song,Artist,Position
June 04,Yes Indeed,Lil Baby ,6
June 04,I Like It,Cardi B,7
June 04,Boo'd Up,Ella Mai,8
June 04,Meant To Be,Bebe Rexha ,9
June 04,No Tears Left To Cry,Ariana Grande,10
June 04,In My Blood,Shawn Mendes,11
June 04,Look Alive,BlocBoy JB Featuring Drake,12
June 04,Friends,Marshmello ,13
June 04,Walk It Talk It,Migos Featuring Drake,14
June 04,Lucid Dreams,Juice WRLD,15
June 04,Never Be The Same,Camila Cabello,16
June 04,Perfect,Ed Sheeran,17
June 04,Whatever It Takes,Imagine Dragons,18
June 04,I'm Upset,Drake,19
June 04,Mine,Bazzi,20
June 04,Be Careful,Cardi B,21
June 04,Heaven,Kane Brown,22
June 04,Rockstar,Post Malone Featuring 21 Savage,23
June 04,Wait,Maroon 5,24
June 04,Havana,Camila Cabello Featuring Young Thug,25
June 04,Freaky Friday,Lil Dicky Featuring Chris Brown,26
June 04,Plug Walk,Rich The Kid,27
June 04,Delicate,Taylor Swift,28
June 04,Pray For Me,The Weeknd ,29
June 04,Better Now,Post Malone,30
June 04,New Rules,Dua Lipa,31
June 04,One Kiss,Calvin Harris ,32
June 04,Chun-Li,Nicki Minaj,33
June 04,One Number Away,Luke Combs,34
June 04,Love Lies,Khalid ,35
June 04,Te Bote,Casper Magico,36
June 04,Tequila,Dan + Shay,37
June 04,Back To You,Selena Gomez,38
June 04,Finesse,Bruno Mars ,39
June 04,Call Out My Name,The Weeknd,40
